Classification Name,Classification Code,Country Name,Country Code,Time,Time Code,Affordability of a healthy diet: ratio of cost to food expenditures [CoHD_fexp],Affordability of a healthy diet: ratio of cost to the food poverty line [CoHD_pov],Affordability of a nutrient adequate diet: ratio of cost to food expenditures [CoNA_fexp],Affordability of a nutrient adequate diet: ratio of cost to the food poverty line [CoNA_pov],Affordability of an energy sufficient diet: ratio of cost to food expenditures [CoCA_fexp],Affordability of an energy sufficient diet: ratio of cost to the food poverty line [CoCA_pov],Cost of a healthy diet [CoHD],Cost of a healthy diet relative to the cost of sufficient energy from starchy staples [CoHD_CoCA],Cost of a nutrient adequate diet [CoNA],Cost of an energy sufficient diet [CoCA],Cost of animal-source foods [CoHD_asf],Cost of animal-sourced foods relative to the starchy staples in a least-cost healthy diet [CoHD_asf_ss],Cost of fruits [CoHD_f],Cost of fruits relative to the starchy staples in a least-cost healthy diet [CoHD_f_ss],"Cost of legumes, nuts and seeds [CoHD_lns]","Cost of legumes, nuts and seeds relative to the starchy staples in a least-cost healthy diet [CoHD_lns_ss]",Cost of oils and fats [CoHD_of],Cost of oils and fats relative to the starchy staples in a least-cost healthy diet [CoHD_of_ss],Cost of starchy staples [CoHD_ss],Cost of vegetables [CoHD_v],Cost of vegetables relative to the starchy staples in a least-cost healthy diet [CoHD_v_ss],Cost share for animal-sourced foods in a least-cost healthy diet [CoHD_asf_prop],Cost share for fruits in a least-cost healthy diet [CoHD_f_prop],"Cost share for legumes, nuts and seeds in a least-cost healthy diet [CoHD_lns_prop]",Cost share for oils and fats in a least-cost healthy diet [CoHD_of_prop]
Food Prices for Nutrition 2.1,FPN 2.1,Algeria,DZA,2018,YR2018,..,3.413,..,..,..,..,3.822,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Algeria,DZA,2019,YR2019,..,3.389,..,..,..,..,3.796,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Algeria,DZA,2020,YR2020,..,3.357,..,..,..,..,3.76,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Algeria,DZA,2021,YR2021,..,3.61,..,..,..,..,4.043,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Angola,AGO,2017,YR2017,0.972,3.863,0.726,2.885,0.315,1.253,4.327,3.08,3.231,1.403,1.011,1.21,0.717,0.85,0.395,0.47,0.166,0.2,0.839,1.199,1.43,0.234,0.166,0.091,0.038
Food Prices for Nutrition 2.1,FPN 2.1,Angola,AGO,2018,YR2018,..,3.833,..,..,..,..,4.293,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Angola,AGO,2019,YR2019,..,3.886,..,..,..,..,4.352,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Angola,AGO,2020,YR2020,..,4.094,..,..,..,..,4.585,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Angola,AGO,2021,YR2021,..,4.492,..,..,..,..,5.031,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Anguilla,AIA,2017,YR2017,0.577,3.319,0.378,2.172,0.203,1.168,3.717,2.84,2.433,1.308,0.647,0.83,0.811,1.04,0.328,0.42,0.134,0.17,0.778,1.019,1.31,0.174,0.218,0.088,0.036
Food Prices for Nutrition 2.1,FPN 2.1,Anguilla,AIA,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Anguilla,AIA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Anguilla,AIA,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Anguilla,AIA,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Antigua and Barbuda,ATG,2017,YR2017,0.767,3.671,0.563,2.694,0.174,0.833,4.112,4.41,3.017,0.933,0.682,1.13,1.003,1.66,0.429,0.71,0.115,0.19,0.604,1.279,2.12,0.166,0.244,0.104,0.028
Food Prices for Nutrition 2.1,FPN 2.1,Antigua and Barbuda,ATG,2018,YR2018,..,3.841,..,..,..,..,4.302,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Antigua and Barbuda,ATG,2019,YR2019,..,3.921,..,..,..,..,4.391,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Antigua and Barbuda,ATG,2020,YR2020,..,4.021,..,..,..,..,4.504,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Antigua and Barbuda,ATG,2021,YR2021,..,4.182,..,..,..,..,4.684,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Argentina,ARG,2017,YR2017,0.395,2.983,0.31,2.344,0.077,0.582,3.341,5.12,2.625,0.652,0.669,1.44,0.733,1.58,0.656,1.42,0.117,0.25,0.463,0.703,1.52,0.2,0.219,0.196,0.035
Food Prices for Nutrition 2.1,FPN 2.1,Argentina,ARG,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Argentina,ARG,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Argentina,ARG,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Argentina,ARG,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Armenia,ARM,2017,YR2017,0.27,2.764,0.192,1.971,0.088,0.904,3.096,3.06,2.208,1.013,0.973,1.81,0.488,0.91,0.541,1.01,0.123,0.23,0.537,0.433,0.81,0.314,0.158,0.175,0.04
Food Prices for Nutrition 2.1,FPN 2.1,Armenia,ARM,2018,YR2018,..,2.827,..,..,..,..,3.166,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Armenia,ARM,2019,YR2019,..,2.89,..,..,..,..,3.237,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Armenia,ARM,2020,YR2020,..,2.899,..,..,..,..,3.247,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Armenia,ARM,2021,YR2021,..,3.149,..,..,..,..,3.527,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Aruba,ABW,2017,YR2017,0.723,3.052,0.6,2.531,0.239,1.009,3.418,3.02,2.835,1.13,0.718,0.9,0.475,0.6,0.407,0.51,0.115,0.14,0.797,0.907,1.14,0.21,0.139,0.119,0.034
Food Prices for Nutrition 2.1,FPN 2.1,Aruba,ABW,2018,YR2018,..,3.232,..,..,..,..,3.62,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Aruba,ABW,2019,YR2019,..,3.488,..,..,..,..,3.907,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Aruba,ABW,2020,YR2020,..,3.578,..,..,..,..,4.007,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Aruba,ABW,2021,YR2021,..,3.675,..,..,..,..,4.116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Australia,AUS,2017,YR2017,0.333,2.017,0.235,1.424,0.045,0.274,2.259,7.36,1.595,0.307,0.458,2.07,0.667,3.02,0.249,1.13,0.067,0.3,0.221,0.597,2.7,0.203,0.295,0.11,0.03
Food Prices for Nutrition 2.1,FPN 2.1,Australia,AUS,2018,YR2018,..,2.038,..,..,..,..,2.283,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Australia,AUS,2019,YR2019,..,2.05,..,..,..,..,2.296,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Australia,AUS,2020,YR2020,..,2.133,..,..,..,..,2.389,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Australia,AUS,2021,YR2021,..,2.176,..,..,..,..,2.437,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Austria,AUT,2017,YR2017,0.39,2.475,0.318,2.014,0.049,0.309,2.772,8.01,2.256,0.346,0.612,2.67,0.819,3.58,0.36,1.57,0.055,0.24,0.229,0.698,3.05,0.221,0.295,0.13,0.02
Food Prices for Nutrition 2.1,FPN 2.1,Austria,AUT,2018,YR2018,..,2.543,..,..,..,..,2.848,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Austria,AUT,2019,YR2019,..,2.603,..,..,..,..,2.915,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Austria,AUT,2020,YR2020,..,2.682,..,..,..,..,3.004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Austria,AUT,2021,YR2021,..,2.703,..,..,..,..,3.027,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Azerbaijan,AZE,2017,YR2017,0.288,2.096,0.225,1.639,0.097,0.704,2.348,2.98,1.836,0.789,0.729,1.63,0.26,0.58,0.463,1.03,0.132,0.29,0.448,0.317,0.71,0.31,0.111,0.197,0.056
Food Prices for Nutrition 2.1,FPN 2.1,Azerbaijan,AZE,2018,YR2018,..,2.142,..,..,..,..,2.399,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Azerbaijan,AZE,2019,YR2019,..,2.196,..,..,..,..,2.459,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Azerbaijan,AZE,2020,YR2020,..,2.262,..,..,..,..,2.533,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Azerbaijan,AZE,2021,YR2021,..,2.402,..,..,..,..,2.69,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,"Bahamas, The",BHS,2017,YR2017,0.69,3.818,0.755,4.181,0.169,0.937,4.276,4.08,4.683,1.049,0.848,1.48,1.03,1.79,0.656,1.14,0.453,0.79,0.574,0.716,1.25,0.198,0.241,0.153,0.106
Food Prices for Nutrition 2.1,FPN 2.1,"Bahamas, The",BHS,2018,YR2018,..,3.917,..,..,..,..,4.387,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,"Bahamas, The",BHS,2019,YR2019,..,3.896,..,..,..,..,4.364,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,"Bahamas, The",BHS,2020,YR2020,..,4.007,..,..,..,..,4.488,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,"Bahamas, The",BHS,2021,YR2021,..,4.162,..,..,..,..,4.661,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bahrain,BHR,2017,YR2017,0.492,3.017,0.412,2.526,0.115,0.707,3.379,4.27,2.829,0.792,1.006,1.54,0.474,0.73,0.373,0.57,0.185,0.28,0.653,0.688,1.05,0.298,0.14,0.11,0.055
Food Prices for Nutrition 2.1,FPN 2.1,Bahrain,BHR,2018,YR2018,..,3.092,..,..,..,..,3.463,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bahrain,BHR,2019,YR2019,..,3.19,..,..,..,..,3.573,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bahrain,BHR,2020,YR2020,..,3.424,..,..,..,..,3.835,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bahrain,BHR,2021,YR2021,..,3.604,..,..,..,..,4.036,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bangladesh,BGD,2017,YR2017,0.648,2.573,0.438,1.738,0.145,0.575,2.882,4.48,1.947,0.644,1.143,3.18,0.559,1.56,0.227,0.63,0.118,0.33,0.359,0.477,1.33,0.397,0.194,0.079,0.041
Food Prices for Nutrition 2.1,FPN 2.1,Bangladesh,BGD,2018,YR2018,..,2.653,..,..,..,..,2.971,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bangladesh,BGD,2019,YR2019,..,2.7,..,..,..,..,3.024,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bangladesh,BGD,2020,YR2020,..,2.736,..,..,..,..,3.064,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bangladesh,BGD,2021,YR2021,..,2.858,..,..,..,..,3.201,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Barbados,BRB,2017,YR2017,..,..,0.542,1.988,0.218,0.8,..,..,2.226,0.896,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Barbados,BRB,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Barbados,BRB,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Barbados,BRB,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Barbados,BRB,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Belarus,BLR,2017,YR2017,0.378,2.837,0.257,1.929,0.095,0.714,3.177,3.97,2.161,0.8,0.826,1.63,0.678,1.34,0.643,1.27,0.174,0.34,0.506,0.349,0.69,0.26,0.213,0.202,0.055
Food Prices for Nutrition 2.1,FPN 2.1,Belarus,BLR,2018,YR2018,..,2.882,..,..,..,..,3.228,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Belarus,BLR,2019,YR2019,..,2.955,..,..,..,..,3.31,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Belarus,BLR,2020,YR2020,..,2.955,..,..,..,..,3.31,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Belarus,BLR,2021,YR2021,..,3.099,..,..,..,..,3.471,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Belgium,BEL,2017,YR2017,0.347,2.555,0.291,2.148,0.032,0.235,2.862,10.88,2.406,0.263,0.745,3.36,0.79,3.56,0.369,1.66,0.06,0.27,0.222,0.677,3.05,0.26,0.276,0.129,0.021
Food Prices for Nutrition 2.1,FPN 2.1,Belgium,BEL,2018,YR2018,..,2.645,..,..,..,..,2.962,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Belgium,BEL,2019,YR2019,..,2.721,..,..,..,..,3.047,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Belgium,BEL,2020,YR2020,..,2.821,..,..,..,..,3.159,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Belgium,BEL,2021,YR2021,..,2.79,..,..,..,..,3.125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Belize,BLZ,2017,YR2017,1.009,2.211,1.143,2.503,0.461,1.009,2.476,2.19,2.803,1.13,0.776,2.04,0.162,0.43,0.224,0.59,0.129,0.34,0.38,0.805,2.12,0.313,0.065,0.09,0.052
Food Prices for Nutrition 2.1,FPN 2.1,Belize,BLZ,2018,YR2018,..,2.247,..,..,..,..,2.517,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Belize,BLZ,2019,YR2019,..,2.298,..,..,..,..,2.574,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Belize,BLZ,2020,YR2020,..,2.35,..,..,..,..,2.632,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Belize,BLZ,2021,YR2021,..,2.497,..,..,..,..,2.797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Benin,BEN,2017,YR2017,1.721,3.17,1.211,2.23,0.316,0.582,3.55,5.44,2.498,0.652,1.168,2.85,0.538,1.31,0.297,0.72,0.125,0.3,0.41,1.012,2.47,0.329,0.152,0.084,0.035
Food Prices for Nutrition 2.1,FPN 2.1,Benin,BEN,2018,YR2018,..,3.277,..,..,..,..,3.67,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Benin,BEN,2019,YR2019,..,3.271,..,..,..,..,3.664,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Benin,BEN,2020,YR2020,..,3.31,..,..,..,..,3.707,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Benin,BEN,2021,YR2021,..,3.608,..,..,..,..,4.041,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bermuda,BMU,2017,YR2017,0.387,3.636,0.447,4.202,0.104,0.981,4.072,3.71,4.706,1.099,0.502,0.68,0.478,0.64,0.53,0.71,0.165,0.22,0.743,1.652,2.22,0.123,0.117,0.13,0.041
Food Prices for Nutrition 2.1,FPN 2.1,Bermuda,BMU,2018,YR2018,..,3.383,..,..,..,..,3.789,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bermuda,BMU,2019,YR2019,..,3.423,..,..,..,..,3.834,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bermuda,BMU,2020,YR2020,..,3.32,..,..,..,..,3.718,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bermuda,BMU,2021,YR2021,..,3.031,..,..,..,..,3.395,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bhutan,BTN,2017,YR2017,0.753,3.913,0.481,2.502,0.18,0.935,4.383,4.19,2.802,1.047,1.191,2.21,1.122,2.08,0.427,0.79,0.164,0.3,0.54,0.94,1.74,0.272,0.256,0.097,0.037
Food Prices for Nutrition 2.1,FPN 2.1,Bhutan,BTN,2018,YR2018,..,4.096,..,..,..,..,4.587,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bhutan,BTN,2019,YR2019,..,4.207,..,..,..,..,4.712,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bhutan,BTN,2020,YR2020,..,4.482,..,..,..,..,5.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bhutan,BTN,2021,YR2021,..,4.767,..,..,..,..,5.339,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bolivia,BOL,2017,YR2017,0.624,3.171,0.586,2.98,0.258,1.311,3.551,2.42,3.338,1.468,1.046,1.34,0.411,0.53,0.53,0.68,0.14,0.18,0.781,0.644,0.82,0.295,0.116,0.149,0.039
Food Prices for Nutrition 2.1,FPN 2.1,Bolivia,BOL,2018,YR2018,..,3.257,..,..,..,..,3.648,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bolivia,BOL,2019,YR2019,..,3.365,..,..,..,..,3.769,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bolivia,BOL,2020,YR2020,..,3.353,..,..,..,..,3.755,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bolivia,BOL,2021,YR2021,..,3.506,..,..,..,..,3.927,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bonaire,BON,2017,YR2017,..,..,1.002,2.972,0.225,0.666,..,..,3.329,0.746,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bonaire,BON,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bonaire,BON,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bonaire,BON,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bonaire,BON,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bosnia and Herzegovina,BIH,2017,YR2017,0.487,3.435,0.386,2.724,0.087,0.617,3.847,5.57,3.051,0.691,0.921,1.71,0.916,1.7,0.512,0.95,0.132,0.24,0.54,0.825,1.53,0.239,0.238,0.133,0.034
Food Prices for Nutrition 2.1,FPN 2.1,Bosnia and Herzegovina,BIH,2018,YR2018,..,3.488,..,..,..,..,3.907,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bosnia and Herzegovina,BIH,2019,YR2019,..,3.61,..,..,..,..,4.043,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bosnia and Herzegovina,BIH,2020,YR2020,..,3.537,..,..,..,..,3.961,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Bosnia and Herzegovina,BIH,2021,YR2021,..,3.665,..,..,..,..,4.105,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Botswana,BWA,2017,YR2017,0.274,3.234,0.17,2.009,0.038,0.451,3.622,7.17,2.25,0.505,1.097,2.81,0.795,2.04,0.402,1.03,0.142,0.36,0.39,0.796,2.04,0.303,0.219,0.111,0.039
Food Prices for Nutrition 2.1,FPN 2.1,Botswana,BWA,2018,YR2018,..,3.192,..,..,..,..,3.575,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Botswana,BWA,2019,YR2019,..,3.206,..,..,..,..,3.591,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Botswana,BWA,2020,YR2020,..,3.304,..,..,..,..,3.701,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Botswana,BWA,2021,YR2021,..,3.419,..,..,..,..,3.829,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Brazil,BRA,2017,YR2017,0.634,2.508,0.599,2.372,0.191,0.757,2.809,3.31,2.657,0.848,0.635,1.45,0.46,1.05,0.742,1.69,0.067,0.15,0.439,0.465,1.06,0.226,0.164,0.264,0.024
Food Prices for Nutrition 2.1,FPN 2.1,Brazil,BRA,2018,YR2018,..,2.5,..,..,..,..,2.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Brazil,BRA,2019,YR2019,..,2.573,..,..,..,..,2.882,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Brazil,BRA,2020,YR2020,..,2.754,..,..,..,..,3.084,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,Brazil,BRA,2021,YR2021,..,2.991,..,..,..,..,3.35,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.1,FPN 2.1,British Virgin Islands,VGB,2017,YR2017,0.358,2.888,0.338,2.731,0.173,1.396,3.235,2.07,3.059,1.563,0.828,1.02,0.425,0.53,0.237,0.29,0.152,0.19,0.808,0.785,0.97,0.256,0.131,0.073,0.047
Food Prices for Nutrition 2.1,FPN 2.1,British Virgin Islands,VGB,2018,YR2018,..,2.756,..,..,..,..,3.087,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
